,1,2,3,4,5
ESPMAX,145.61974553030757,146.24905691413957,141.9317447843658,141.1031262300368,143.81426465251903
ESPMIN,53.910771916559504,32.503048017677244,31.7194033718611,42.483485636193464,42.827002002985346
